Porosity,AvgVelocity
0.2,0.020031738014111986
0.25,0.04411133842868997
0.3,0.0596779260182694
0.35,0.11318287957059602
0.4,0.23172523299874573
0.44999999999999996,0.4245808072346786
0.5,0.52133125159029
